1,0,2,0,0,2,0,0,50,0,0,1,2,14,0,0,0,0,11,0,0,0,0,0,0,2,17,0,6,0,0,0,3,0,37,15,21,0,0,7,0,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,3,0,2,0,1,0,0,0,0,0,0,6,0,10,9,0,1,0,1,0,0,1,0,10,0,0,0,0,0,0,10,9,0,0,20,0,0,0,0,0,0,0,6,0,0,0,17,0,9,0,0,13,14,0,0,0,1,0,0,0,0,5,6,0,0,0,0,0,0,0,0,9,0,0,0,0,4,4,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
17,0,0,0,0,0,0,0,19,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,7,0,0,11,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,4,0,0,10,0,2,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,22,7,0,37,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,13,0,0,0,0,0,14,22,13,0,0,5,0,0,2,0,0,3,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0
3,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,13,0,1,0,0,2,0,0,32,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0
0,0,8,0,4,9,0,10,31,5,7,2,0,3,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,7,0,0,0,1,0,6,28,0,0,1,0,4,12,0,1,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,1,0,5,0,0,0,4,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,9,0,1,0,0,2,5,2,4,0,7,42,4,0,0,3,0,5,0,2,14,3,0,0,0,0,3,0,0,0,0,0,0,0,11,1,18,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,8,2,0,0
4,0,0,0,0,1,0,0,54,11,0,1,0,0,10,0,0,0,26,0,0,0,0,0,0,0,1,0,18,0,0,0,28,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,2,0,5,0,2,0,0,1,15,0,0,0,0,0,0,0,0,9,0,0,0,6,4,12,5,25,1,17,0,17,0,0,0,5,7,0,0,20,1,0,2,0,0,2,5,0,8,0,0,14,0,4,0,0,0,0,0,9,53,1,0,2,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,75,0
0,0,5,0,0,1,0,0,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,4,0,0,0,0,0,0,0,2,63,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,1,6,0,0,0,5,0,0,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,6,0,3,0,0,4,0,14,3,0,0,0,2,14,0,1,0,0,0,0,0,0,0,0,9,12,1,1,0,0,0,1,0,0,0,20,0,0,0,0,16,0,0,3,0,0,24,0,0,0,0,0,10,0,0,1,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,4,0
5,11,3,0,2,2,3,0,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,0,0,12,0,2,7,0,0,36,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,13,0,16,0,3,0,9,0,0,0,0,3,44,0,0,7,3,2,0,6,0,18,0,0,6,0,0,0,17,20,5,0,0,0,0,1,0,0,7,0,0,0,0,8,0,0,0,0,0,6,40,19,0,1,0,0,0,0,0,0,5,2,0,0,13,0,0,0,0,15,16,0,0,0,0,3,0,0
