CellID,ClusterID,ClusterName
655,3,eL5
656,11,Micro
657,7,Oligo
658,3,Oligo
659,-1,NA
660,11,Micro
661,2,eL4
662,5,eL6-1
663,1,Micro
664,0,eL6-2
665,0,eL6-2
666,11,Endo
667,11,eL2/3
668,-1,NA
669,13,Oligo
670,2,PVALB
671,8,eL2/3
672,13,Oligo
673,8,Astro-2
674,1,Astro-2
675,-1,NA
676,8,eL6-2
677,2,eL4
678,0,eL4
679,10,Oligo
680,5,eL6-2
681,2,eL4
682,2,PVALB
683,2,Oligo
684,13,eL2/3
685,0,eL4
686,6,Reln
687,8,eL4
688,15,eL6-2
689,5,Oligo
690,5,PVALB
691,2,SST
692,1,eL6-1
693,8,eL4
694,7,Oligo
695,4,Micro
696,15,eL2/3
697,0,Micro
698,10,Astro-2
699,0,eL6-2
700,0,eL5
701,13,SST
702,8,Astro-1
703,-1,NA
704,8,eL4
705,2,eL2/3
706,-1,NA
707,-1,NA
708,1,Micro
709,0,Endo
710,8,Oligo
711,8,Endo
712,-1,NA
713,2,eL6-2
714,13,Oligo
715,0,Oligo
716,8,eL4
717,-1,NA
718,-1,NA
719,3,eL6-1
720,0,eL5
721,-1,NA
722,2,eL4
723,5,eL6-2
724,-1,NA
725,10,eL6-2
726,6,Endo
727,-1,NA
728,10,eL6-2
729,-1,NA
730,7,Oligo
731,-1,NA
732,2,eL4
733,-1,NA
734,-1,NA
735,2,Astro-2
736,-1,NA
737,11,eL2/3
738,10,Oligo
739,1,eL4
740,8,Micro
741,15,Endo
742,5,eL4
743,10,Oligo
744,8,eL6-2
745,8,eL4
746,1,eL5
747,2,eL5
748,8,Astro-2
749,1,Astro-2
750,1,Oligo
751,0,Oligo
752,3,eL2/3
753,12,eL4
754,6,SST
755,0,Oligo
756,-1,NA
757,0,Astro-1
758,8,Astro-2
759,-1,NA
760,-1,NA
761,0,eL4
762,5,eL4
763,0,Oligo
764,4,eL4
765,2,eL6-2
766,-1,NA
767,1,eL4
768,8,eL2/3
769,7,Astro-2
770,3,Micro
771,2,eL4
772,5,Astro-1
773,-1,NA
774,4,eL4
775,13,eL6-2
776,7,Astro-1
777,1,eL2/3
778,8,eL2/3
779,11,eL2/3
780,13,Endo
781,8,eL6-2
782,13,Astro-2
783,-1,NA
784,1,eL4
785,1,Endo
786,11,eL6-2
787,0,PVALB
788,3,eL5
789,6,eL4
790,3,Micro
791,2,Astro-2
792,6,eL5
793,14,Oligo
794,-1,NA
795,1,eL4
796,-1,NA
797,0,eL2/3
798,0,eL2/3
799,0,eL5
800,5,eL2/3
801,7,Oligo
802,3,eL6-2
803,6,eL4
804,2,eL2/3
805,8,eL6-2
806,8,eL4
807,8,eL2/3
808,2,Astro-2
809,1,eL4
810,11,Reln
