0,0,0,0,3,3,2,0,13,0,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,7,0,0,0,18,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,8,36,28,0,2,0,0,2,0,0,0,0,14,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,13,0,1,0,0,0,0,3,7,15,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,3,0,0,3,0,0,1,1,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,9,0,0,0,15,0,0,0,0,0,0,0,0,13,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,15,0,0,0,0,0,0,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0
0,0,0,3,0,0,0,0,5,0,2,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0
0,0,16,8,1,2,0,0,0,0,6,4,21,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,4,14,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,19,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,2,0,0,0
0,0,1,11,5,2,0,0,21,0,29,0,12,0,3,0,0,0,4,0,0,0,0,0,0,0,0,20,11,0,2,0,0,1,0,1,0,0,11,5,0,12,1,0,31,6,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,20,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,8,8,0,0,1,0,0,0,0,0,0,16,22,4,0,0,0,0,11,0,0,2,1,0,5,0,0,5,0,0,0,1,0,0,22,0,0,14,0,0,0,0,0,0,0,0,0,52,0,0,0,0,13,0,0,0,0,5,0,0,0,0,21,0,0,0,0
0,0,7,32,0,0,0,0,0,0,6,0,0,11,0,0,0,0,1,5,0,0,0,0,0,0,0,3,5,0,0,0,0,16,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,6,1,18,0,0,0,1,2,0,0,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,3,0,0,0,0,0,0,0,0,5,2,15,0,0,0,0,6,0,0,0,0,10,9,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,13,0,0,0,0,16,0,0,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,5,0,0,0,0,0,4,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,56,0,7,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0
0,0,13,8,0,9,0,0,14,11,3,1,43,3,2,0,0,0,2,1,0,0,31,0,11,1,0,0,0,0,49,0,0,32,3,9,0,0,0,0,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,16,0,0,0,0,1,0,0,0,1,236,0,0,0,0,6,2,0,12,0,0,0,0,0,0,4,0,0,0,0,0,2,11,7,0,12,0,0,6,0,0,2,10,0,0,0,48,5,0,3,13,0,0,2,7,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
