252,111414,Egr4
253,243133,Eid1
254,214142,Eif4e
255,124232,Elavl2
256,424143,Elfn1
257,342144,Elmo1
258,344142,Elovl1
259,121222,Elovl5
260,112431,Elp3
261,313144,Enc1
262,413134,Enpp2
263,441133,Epha4
264,313234,Epha7
265,211332,Ephx2
266,422224,Ephx4
267,244112,eRNA1
268,441423,eRNA2
269,421412,eRNA3
270,122234,eRNA4
271,414122,eRNA5
272,414243,Esd
273,444114,Etv1
274,322241,Etv5
275,231433,Exosc9
276,213422,EYFP
277,212432,F3
278,211211,Fabp7
279,324234,Fam107a
280,244341,Fam131a
281,312433,Fam134a
282,223232,Fam163b
283,343343,Fam19a1
284,131113,Fam19a2
285,442413,Fam3c
286,343242,Fam46a
287,322412,Fam81a
288,424332,Fam84a
289,124434,Fam84b
290,414414,Fbxl3
291,422422,Fbxo11
292,144414,Fbxo44
293,221243,Fbxw11
294,122324,Fdft1
295,432221,Fezf2
296,232241,Fgf12
297,324313,Fgfr3
298,331432,Fkbp1a
299,221234,Flpo
300,224312,Flrt3
301,433444,Fmnl1
302,131232,Fmo1
303,132444,Fos
304,221324,Fosb
305,332442,Fosl1
306,432243,Fosl2
307,334231,Foxp1
308,411213,Foxp2
309,433132,Frem1
310,442314,Frmd7
311,123141,Frmpd3
312,134112,Fst
313,212342,Fstl5
314,134323,Fto
315,312444,Fut9
316,323121,Fxyd1
317,323413,Fxyd6
318,343422,Fxyd7
319,232344,Gaa
320,242123,Gabra5
321,322232,Gabrd
322,422343,Gabrg1
323,243221,Gad1
324,442143,Gad2
325,244121,Gadd45a
326,114433,Galnt14
327,133331,Galntl6
328,434412,Gap43
329,221414,Garnl3
330,144133,Gatm
331,211314,Gda
332,434124,Gde1
333,232421,Gemin7
334,234133,Gfap
335,412333,Gfra2
336,214443,Gja1
337,121323,Gjb6
338,343334,Glt8d2
339,144313,Glul
340,334312,Gm11549
341,143442,Gm13629
342,413314,Gm15881
343,241434,Gm2a
344,233332,Gm5643
345,121233,Gm765
346,232412,Gmppa
347,144432,Gmpr
348,423342,Gnai1
349,214223,Gnb5
350,121244,Gng7
351,221122,Gpc3
352,233143,Gpd1
353,124412,Gpm6b
354,134143,Gpr151
355,111144,Gpr22
356,432324,Gpr3
357,432342,Gpr37l1
358,214131,Gpr88
359,213141,Gprasp2
360,134233,Gpx1
361,424314,Gpx3
362,232232,Gria1
363,133423,Gria3
364,342331,Grik1
365,333322,Grm3
366,214311,Grp
367,313414,Grpr
368,221423,Gsn
369,241232,Gss
370,414331,Gsta4
371,342221,Gstm1
372,232311,Gstm5
373,142344,Gstm6
374,432144,Gucy1b3
375,131311,Hacd3
376,444321,Hadhb
377,114321,Hapln1
378,232142,Has2
379,433343,Hax1
380,312422,Hcrtr1
381,112314,Hcrtr2
382,334343,Hdac9
383,144212,Hddc2
384,144331,Herc3
385,334444,Hhatl
386,413222,Hlf
387,134314,Hmgcr
388,324324,Hmgcs1
389,314323,Hmgn1
390,441144,Hn1
391,421333,Hnrnph2
392,222314,Homer1
393,411334,Hpca
394,323211,Hpcal1
395,212144,Hpcal4
396,441243,Hs3st1
397,422312,Hs3st4
398,234432,Hsd11b1
399,132312,Hsd17b12
400,142322,Hsd3b7
401,433123,Hspa2
402,144122,Hspd1
403,112424,Htr2a
404,231334,Htr3a
405,132343,Htr5b
406,313221,Htra1
407,332323,Id2
408,333443,Id3
409,443232,Idi1
410,221342,Ifi27
411,242224,Ifit2
412,244244,Ifit3
413,242411,Ifitm2
414,121424,Igf1
415,411321,Igfbp4
416,321224,Igfbp6
417,141343,Igsf3
418,334334,Igtp
419,131421,Il1rapl2
420,332233,Immp1l
421,214241,Ina
422,424424,Inhba
423,411343,Inpp4b
424,331221,Insl6
425,411123,Ipcef1
426,331133,Isca2
427,114242,Itih5
428,244431,Itm2a
429,443421,Itm2c
430,222323,Junb
431,434434,Kcna1
432,133432,Kcnab1
433,123231,Kcnc2
434,313331,Kcnip1
435,233341,Kcnip2
436,114114,Kcnip3
437,412131,Kcnk2
438,241241,Kcnmb4
439,322223,Kcns3
440,424244,Kcnv1
441,442244,Kctd4
442,313243,Kctd6
443,322434,Kctd8
444,341413,Kif5a
445,214232,Kifc2
446,324144,Kit
447,213321,Klf10
448,423122,Klhl13
449,332143,Klhl14
450,341143,Klhl5
451,421241,Klk8
452,443131,Krt12
453,331111,Krt18
454,331414,Krt73
455,331212,Lamp5
456,412344,Lamtor5
457,143112,Laptm4a
458,141123,Laptm4b
459,344443,Lcat
460,213123,Ldb2
461,123224,Lgals1
462,121431,Lgmn
463,442222,Lhfpl3
464,232333,Lhfpl5
465,242334,Lhx1
466,113223,Lhx6
467,422114,Lims2
468,332121,Lin7b
469,312213,Lipg
470,214214,Lman1l
471,132132,Lmcd1
472,414423,Lmo2
473,121134,Lmo3
474,114132,Lmo4
475,314332,Lpar1
476,432212,Lrrc4c
477,124142,Lrrc61
478,234331,Lrrtm4
479,111212,Luzp2
480,112211,Lxn
481,243441,Ly6d
482,243414,Ly6e
483,232434,Ly6g6e
484,422334,Lypd1
485,143431,Lypd6
486,321343,Lypd6b
487,344322,Mab21l1
488,244314,Maf
489,412124,Mal
490,343433,Mal2
491,113434,Man1a
492,143143,Map2k1
493,144324,Mapk3
494,132321,Mapre2
495,321444,Marcks
496,411141,Mas1
497,432133,Mat2b
498,133243,Matn2
499,244143,Mbp
500,342111,Mc4r
501,441342,Mcee
502,141433,mCherry
503,242343,Mcts1
504,234144,Mdga1
505,113214,Med10
506,442112,Med21
507,421124,Mef2c
508,423111,Megf10
509,224224,Mei1
510,344214,Mettl14
511,133111,Mettl23
512,221441,Mettl3
513,441122,Mfge8
514,212243,Mgat4c
515,423133,Mgp
516,334224,Mia
517,433224,Micu1
518,422444,Mien1
519,442424,Mmd2
520,332244,Mmp16
521,414212,Mobp
522,141321,Mospd1
523,134211,Mpi
524,132224,Mrap2
525,224334,Mrpl13
526,322322,Mrpl22
527,313423,Mrpl33
528,233413,Mrps18c
529,344113,Mrps28
530,441414,Mrps5
531,244222,Msantd2
532,412322,Msmo1
533,324122,Mt1
534,314222,Mt2
535,214434,mTFP
536,234122,Mtfp1
537,212423,Mybpc1
538,321433,Myh1
539,431424,Myh4
540,413413,Myh8
541,142434,Myl4
542,122144,Mylk
543,342243,Myo1c
544,111234,Myo5b
545,224444,Naa38
546,132334,Nat8f1
547,433321,Ncdn
548,311333,Ncoa7
549,431442,Ndfip1
550,123422,Ndn
551,244424,Ndnf
552,411411,Ndrg2
553,441441,Ndst4
554,321132,Ndufaf2
555,231312,Ndufb2
556,312231,Ndufs1
557,222431,Ndufs2
558,214113,Necab3
559,141312,Nectin3
560,241142,Nectin4
561,241113,Nefl
562,122414,Nek7
563,123411,Nell1
564,143424,Nell2
565,124131,Neurod1
566,133441,Neurod2
567,341134,Neurod6
568,323341,Neurog2
569,122313,Nfia
570,242321,Nfib
571,232223,Ngb
572,311443,Ngf
573,421322,Nipsnap3b
574,344412,Nkain4
575,212313,Nkx2-1
576,123433,Nnat
577,423432,Nos1
578,122111,Nov
579,223344,Npas1
580,421131,Npas4
581,242141,Npdc1
582,142311,Nptx1
583,313133,Nptx2
584,124311,Npy
585,241322,Npy2r
586,241223,Nr1d1
587,234414,Nr2f2
588,121413,Nr4a1
589,124124,Nr4a2
590,231444,Nr5a1
591,132411,Nrep
592,312132,Nrg1
593,131443,Nrgn
594,143332,Nrip2
595,324331,Nrip3
596,222233,Nrm
597,311241,Nrn1
598,413233,Nrp1
599,421232,Nrsn1
600,144243,Nrsn2
601,231242,Nts
602,134431,Ntsr1
603,211143,Ntsr2
604,332431,Nudt2
605,124443,Nudt4
606,421311,Nxph1
607,341424,Nxph2
608,324423,Nxph4
609,243243,Obox3
610,233222,Ogfrl1
611,231321,Olfm3
612,314341,Oprm1
613,424341,Osbpl1a
614,442323,Osgin2
615,422231,Otof
616,322142,Otub2
617,431323,Oxt
618,432234,Pacsin2
619,324441,Palmd
620,133234,Pamr1
621,444123,Pantr1
622,444411,Papss1
623,311344,Parm1
624,321123,Pax6
625,244233,Pbx3
626,422242,Pcbd1
627,221144,Pcdh15
628,442134,Pcdh8
629,233233,Pcdha1
630,214333,Pcdha10
631,312321,Pcdha11
632,113443,Pcdha12
633,233314,Pcdha2
634,332341,Pcdha3
635,113131,Pcdha5
636,322333,Pcdha7
637,233431,Pcdha8
638,222413,Pcdha9
639,244134,Pcdhac1
640,144234,Pcdhac2
641,311434,Pcdhb1
642,342423,Pcdhb10
643,132242,Pcdhb11
644,423234,Pcdhb12
645,112112,Pcdhb14
646,431341,Pcdhb15
647,443311,Pcdhb17
648,131131,Pcdhb18
649,234324,Pcdhb19
650,341244,Pcdhb2
651,413323,Pcdhb20
652,423313,Pcdhb3
653,234212,Pcdhb4
654,223412,Pcdhb5
655,323222,Pcdhb6
656,111423,Pcdhb7
657,141242,Pcdhb8
658,333232,Pcdhb9
659,221212,Pcdhga10
660,441221,Pcdhga12
661,333223,Pcdhga2
662,142142,Pcdhga3
663,243313,Pcdhga5
664,343224,Pcdhga6
665,334433,Pcdhga7
666,431314,Pcdhga8
667,313313,Pcdhga9
668,443241,Pcp4
669,131344,Pcp4l1
670,221133,Pcsk2
671,214322,Pcsk5
672,122122,Pde11a
673,434333,Pde1a
674,422123,Pde1c
675,334132,Pdgfra
676,323424,Pdia4
677,112341,Pdlim1
678,431222,Pdlim3
679,132114,Pdp1
680,133342,Pdxk
681,133133,Pdyn
682,134341,Pdzrn3
683,432414,Pea15a
684,434223,Penk
685,344311,Per3
686,332424,Pfdn4
687,242433,Pfkl
688,331324,Pfn1
689,212111,Pgm2l1
690,141213,Pgr
691,433312,Phactr1
692,323442,Phkg2
693,213444,Phlda1
694,314431,Phyhip
695,223311,Pip5k1b
696,131142,Pitpnc1
697,322344,Pkig
698,344241,Pla2g4a
699,343114,Pla2g7
700,123334,Plb1
701,423324,Plcxd2
702,224422,Plcxd3
703,144144,Plekhb1
704,222143,Plk2
705,411242,Pllp
706,142443,Plp1
707,142113,Plpp3
708,314211,Plpp4
709,411422,Pls3
710,413424,Pmp22
711,114224,Pnck
712,222211,Pnoc
713,341112,Pnpo
714,143323,Polr2h
715,112143,Pon2
716,333412,Pou3f4
717,441234,Ppa2
718,241412,Ppil3
719,144111,Ppm1h
720,444224,Ppp1r1b
721,334123,Ppp1r3c
722,231231,Ppp3cb
723,341222,Prc1
724,211134,Prdx4
725,331144,Prdx6
726,121121,Prkcg
727,344131,Prlr
728,343213,Prmt2
729,414313,Prok2
730,233112,Prss22
731,143222,Prss23
732,223421,Psat1
733,334411,Psma4
734,312114,Psmb4
735,223434,Ptchd1
736,312411,Ptchd2
737,142412,Pter
738,141231,Ptgds
739,321321,Ptgfr
740,231123,Ptgs2
741,333344,Pthlh
742,331313,Ptk2
743,114141,Ptk2b
744,114411,Ptn
745,413431,Ptpn2
746,322443,Ptprk
747,231343,Ptprz1
748,432111,Pvalb
749,333311,Qk
750,122342,Qpct
751,114343,Qrfpr
752,443223,Rab15
753,311232,Rab26
754,134134,Rab27b
755,412241,Rab31
756,334321,Rab3b
757,432331,Rab3c
758,133144,Rab7
759,331423,Rac1
760,441313,Ralyl
761,413143,Ramp3
762,113412,Rap1gds1
763,421344,Rapgef6
764,324414,Rasgef1b
765,232322,Rasgrf1
766,341121,Rasgrf2
767,222332,Rasgrp1
768,412142,Rasl11a
769,213231,Rbfox3
770,442442,Rbm18
771,114444,Rbp4
772,413112,Rcan2
773,113421,Reln
774,334141,Rerg
775,242242,Resp18
776,211244,Rfc2
777,324342,Rgs10
778,424211,Rgs12
779,443214,Rgs2
780,434443,Rgs4
781,441324,Rgs8
782,234234,Rgs9
783,331342,Rhebl1
784,424222,Rida
785,221432,Rit2
786,143233,Rlbp1
787,321141,Rln1
788,444334,Rnd2
789,144221,Rnd3
790,234342,Rnf13
791,313342,Rnh1
792,212324,Rorb
793,224213,Rpp21
794,213343,Rpp25
795,213334,Rprm
796,434214,Rps12
797,212331,Rps2
798,412214,Rsph9
799,323112,Rspo1
800,224343,Rspo2
801,422321,Rwdd2a
802,124223,S100a1
803,434311,S100a10
804,414432,S100a16
805,421421,S100b
806,411312,S1pr1
807,111243,Sat1
808,423243,Satb2
809,113113,Sc5d
810,121314,Sccpdh
811,311113,Scd2
812,421434,Scg2
813,413121,Scg3
814,434113,Scml4
815,142223,Scnn1a
816,414324,Scrg1
817,223322,Sdc4
818,341341,Sdcbp
819,223214,Sdhaf4
820,434344,Sec11c
821,412412,Selm
822,342212,Sema3c
823,321242,Sema3e
824,143134,Sema5b
825,141444,Sepp1
826,411433,Sept4
827,232214,Serpinb11
828,113124,Serpine1
829,434241,Serpine2
830,433433,Serpini1
831,141334,Sgk1
832,244323,Sgpp2
833,414221,Sh3bgrl
834,121442,Sh3bgrl3
835,231411,Sirt2
836,221331,Sirt3
837,131333,Skap1
838,134424,Skil
839,124333,Sla
840,241333,Slc17a6
841,131412,Slc17a7
842,321231,Slc18a3
843,222244,Slc1a1
844,411132,Slc1a2
845,241344,Slc1a3
846,122133,Slc20a1
847,342313,Slc24a2
848,143121,Slc25a11
849,112244,Slc25a17
850,243423,Slc25a18
851,444213,Slc25a36
852,142214,Slc2a13
853,421223,Slc30a9
854,242444,Slc32a1
855,243122,Slc38a3
856,233121,Slc50a1
857,233424,Slc5a5
858,311311,Slc5a7
859,232124,Slc6a1
860,311124,Slc6a11
861,212133,Slc6a15
862,341233,Slc7a3
863,442341,Slc7a4
864,424431,Slco1c1
865,142421,Sln
866,224242,Smad3
867,333142,Smim18
868,122331,Smim8
869,331122,Snca
870,344232,Sncg
871,243212,Snhg4
872,341332,Snrpb2
873,124421,Snrpe
874,243144,Snrpg
875,422433,Snurf
876,141411,Snx10
877,442431,Sorcs3
878,441331,Sostdc1
879,231114,Sox2ot
880,344434,Sox6
881,333214,Sox9
882,411114,Sp8
883,222341,Sp9
884,444231,Sparc
885,332332,Sparcl1
886,141224,Spink8
887,314112,Spint2
888,323143,Spock3
889,444343,Spon1
890,112442,Spp1
891,141141,Spry4
892,322131,Sst
893,312343,Sstr2
894,341323,Sstr4
895,321411,St3gal5
896,311131,St3gal6
897,221221,St6galnac5
898,413211,Stac
899,423331,Stat4
900,333434,Stmn4
901,322214,Stx12
902,443412,Stx1a
903,241311,Sulf2
904,223142,Sult2b1
905,113142,Sv2b
906,423221,Syn1
907,432441,Syndig1
908,111441,Syndig1l
909,131322,Synpr
910,433242,Syt10
911,443434,Syt17
912,114312,Syt6
913,133122,Tac1
914,323323,Tac2
915,441212,Tacc1
916,134222,Tacr1
917,341442,Tacr3
918,213242,Tacstd2
919,214421,Tbr1
920,443322,Tceal1
921,223333,Tceal5
922,443443,Tcerg1l
923,241443,Teddm3
924,214344,Tenm2
925,311142,Th
926,142124,Thrsp
927,432423,Thsd7a
928,242114,Thsd7b
929,432432,Thumpd3
930,141132,Timm8a1
931,121112,Timp3
932,443142,Timp4
933,233211,Tle4
934,123114,Tm7sf2
935,412311,Tmbim6
936,133324,Tmeff1
937,231141,Tmeff2
938,411444,Tmem100
939,244413,Tmem130
940,132123,Tmem132c
941,211442,Tmem159
942,311214,Tmem176a
943,243331,Tmem176b
944,222121,Tmem179b
945,123444,Tmem215
946,113232,Tmem258
947,434322,Tmem55a
948,434232,Tmem60
949,311421,Tmem91
950,421142,Tmem97
951,432313,Tmsb10
952,121332,Tmtc4
953,431143,Tmx1
954,332134,Tnfaip6
955,133414,Tnfaip8l3
956,124322,Tnfrsf12a
957,213411,Tnmd
958,424233,Tnni3k
959,321114,Tomm22
960,213312,Tox
961,233323,Tox3
962,413332,Tpbg
963,211222,Tpd52l1
964,421113,Tph2
965,333131,Tpm1
966,433141,Tpm2
967,342432,Traip
968,342342,Trap1
969,243432,Trappc1
970,111122,Trappc2l
971,112323,Trf
972,331331,Trim32
973,313441,Trp53i11
974,333124,Trpv6
975,313111,Tsc22d1
976,123321,Tsc22d3
977,424413,Tshz2
978,121211,Tsnax
979,443333,Tspan12
980,344124,Tspan13
981,422132,Tspan6
982,111324,Ttyh1
983,443344,Tuba8
984,442332,Tubb4b
985,124113,Tusc3
986,323431,Twistnb
987,234243,Uap1
988,441432,Ube2e3
989,444242,Ucma
990,444141,Ucp2
991,322311,Ugdh
992,442233,Urod
993,133313,Usp46
994,414133,Vamp1
995,224321,Vgf
996,221313,Vip
997,213213,Vsig2
998,232443,Vstm2a
999,143341,Wdpcp
1000,131124,Wfs1
1001,224123,Whrn
1002,312224,Wls
1003,344333,Wsb2
1004,231213,Wt1
1005,212122,Ythdc1
1006,342133,Ythdc2
1007,123213,Ythdf1
1008,123242,Ythdf2
1009,324212,Ythdf3
1010,143413,Zcchc12
1011,423423,Zdhhc24
1012,444132,Zfand6
1013,334242,Zfp57
1014,134244,Zfp637
1015,211341,Zfp975
1016,234313,Zmat4
1017,434421,Zmym1
1018,321334,Znhit3
1019,114231,Znrd1
